ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
50218,5,1,1,1,143,7,22,1,1,36.04008056,-94.18953611,1,1,2,1,1,1
50219,5,0,2,2,57,5,20,3,4,33.65855278,-93.57511389,2,1,3,1,1,1
50220,5,0,2,6,121,6,23,2,3,36.23417222,-91.24114444,1,1,2,1,1,6
50221,5,0,2,3,143,7,12,3,3,36.07206667,-94.12601389,1,1,1,1,1,3
50222,5,0,1,2,87,6,19,4,7,36.09209722,-93.79290556,1,1,1,1,1,1
50223,5,0,1,1,25,1,0,2,3,33.86880278,-92.27514722,1,4,2,1,1,1
50224,5,0,2,2,133,2,12,2,4,34.091875,-94.101925,1,1,1,1,1,1
50225,5,1,1,1,31,5,9,2,3,35.8212,-90.66889167,2,1,1,1,1,1
50226,5,0,2,2,145,1,10,2,3,35.09712778,-91.99043056,1,1,1,1,1,1
50227,5,0,2,2,51,7,5,2,3,34.555,-92.80227222,1,1,1,1,1,2
50228,5,0,1,4,19,5,13,4,6,34.03705278,-93.08533056,1,1,1,1,2,4
50229,5,0,2,4,119,7,0,2,3,34.68079444,-92.35305833,3,1,3,1,2,3
50230,5,1,1,1,119,2,0,1,1,34.67898056,-92.34682778,1,1,2,1,1,1
50231,5,0,1,1,91,3,9,1,1,33.34215278,-93.97659167,1,6,1,1,1,1
50232,5,0,2,3,35,3,8,2,5,35.14811944,-90.39025,1,1,1,10,1,3
50233,5,0,1,2,95,6,17,2,5,34.83302222,-91.36885,1,4,1,2,2,2
50234,5,0,1,6,115,2,12,1,1,35.33317778,-93.23814167,1,4,1,1,3,6
50235,5,0,1,1,11,3,13,2,3,33.68467222,-92.04349167,1,4,1,1,1,1
50236,5,0,1,2,73,7,19,2,3,33.35424444,-93.68115556,1,4,1,1,1,2
50237,5,0,1,1,145,4,18,4,6,35.32206111,-91.64291944,1,4,1,1,1,1
50238,5,0,2,3,43,7,21,3,4,33.52524167,-91.45996111,1,1,2,1,1,3
50239,5,0,1,2,29,1,1,3,5,35.18217222,-92.742525,1,4,2,1,1,2
50240,5,0,2,2,121,4,5,2,3,36.26999444,-90.96106667,1,1,4,1,1,2
50241,5,0,2,2,145,2,12,3,5,35.165575,-91.81925,1,1,1,1,1,2
50242,5,1,1,1,119,2,20,1,1,34.78665556,-92.28982778,1,2,2,1,1,2
50243,5,0,1,3,103,3,11,3,3,33.56581944,-92.82996389,2,4,1,1,1,3
50244,5,0,2,3,145,1,21,3,5,35.34255556,-91.62360556,1,1,2,1,2,3
50245,5,2,1,1,119,1,22,6,4,34.74144444,-92.342825,1,1,3,1,1,2
50246,5,0,2,7,15,4,9,2,4,36.32278889,-93.380175,1,1,1,1,3,7
50247,5,0,1,1,113,6,18,3,5,34.6072,-94.38593056,1,5,1,10,1,1
50248,5,1,2,3,81,4,16,2,3,33.59193333,-94.05074722,1,2,1,1,3,4
50249,5,0,2,3,35,4,12,1,1,35.13921667,-90.09971111,1,1,1,1,1,1
50250,5,1,3,3,35,2,16,1,1,35.15303056,-90.06937222,1,1,1,1,1,3
50251,5,0,3,3,35,4,11,1,1,35.136675,-90.09141389,1,1,1,1,1,1
50252,5,0,2,2,119,3,16,3,3,34.72399167,-92.267325,2,1,1,1,1,1
50253,5,0,2,2,119,1,20,3,3,35.00490833,-92.14548056,1,1,1,1,1,1
50254,5,0,3,5,45,7,22,2,3,35.06087222,-92.20796667,2,1,2,1,1,4
50255,5,0,1,1,39,7,18,3,5,34.07496389,-92.56483611,1,4,1,1,1,1
50256,5,0,1,1,57,2,14,1,1,33.62921389,-93.73225833,1,5,1,1,1,1
50257,5,1,1,2,125,6,2,1,1,34.59946389,-92.55109167,1,1,2,1,1,1
50258,5,0,1,1,27,1,0,6,7,33.26618333,-93.19902222,1,4,2,1,1,1
50259,5,0,1,1,7,6,15,4,7,36.29125556,-94.403875,1,4,1,10,1,1
50260,5,0,2,2,5,3,10,4,7,36.45373611,-92.31440556,1,1,1,1,1,1
50261,5,0,1,1,99,6,16,4,7,33.78466667,-93.40276111,1,1,1,1,1,1
50262,5,0,2,4,1,7,12,2,3,34.53803056,-91.57038056,1,2,1,1,1,4
50263,5,0,1,2,59,7,17,4,7,34.30668611,-92.81135556,1,4,1,1,1,2
50264,5,0,1,1,85,6,16,2,3,34.60095,-92.00808056,1,4,1,1,1,1
50265,5,0,1,2,39,3,13,3,4,33.96679167,-92.62020833,1,4,1,1,1,1
50267,5,0,1,1,129,2,14,3,5,35.8412,-92.85686389,1,1,1,1,1,1
50268,5,0,1,1,143,7,10,2,2,36.1173,-94.14579167,1,4,1,1,1,1
50269,5,0,4,4,45,5,7,2,3,35.08929444,-92.37707778,1,1,1,2,1,2
50270,5,0,2,2,15,7,12,2,4,36.39844722,-93.70246389,1,1,1,1,1,2
50271,5,0,3,6,87,7,21,2,3,36.13665,-93.64913889,1,1,2,1,3,6
50272,5,0,2,2,125,5,20,3,3,34.60740278,-92.65535556,1,1,2,1,1,1
50273,5,0,1,1,115,1,10,4,7,35.22176667,-93.03136111,1,1,1,1,1,1
50274,5,1,1,1,129,4,6,2,3,35.90091944,-92.62060556,1,1,1,1,1,1
50275,5,0,2,2,53,4,5,2,3,34.31692222,-92.48661667,2,1,1,1,1,1
50276,5,0,1,1,97,4,17,3,5,34.58264444,-93.92203611,1,4,1,1,1,1
50277,5,0,2,3,109,7,18,3,4,34.02364722,-93.75998333,1,1,1,1,1,2
50278,5,0,2,4,59,1,7,1,1,34.459425,-92.75335,1,1,1,1,1,2
50279,5,0,2,3,83,5,9,3,4,35.29913889,-93.82888611,3,1,1,1,1,2
50280,5,2,1,1,43,4,21,6,7,33.63329722,-91.78355278,1,1,2,1,1,2
50281,5,0,2,3,115,5,10,3,5,35.25825,-93.10336944,1,1,1,1,1,2
50282,5,0,2,3,119,5,17,1,1,34.73278056,-92.39963889,1,1,1,10,1,1
50283,5,0,1,1,125,5,6,4,4,34.53391389,-92.41596944,1,4,1,1,1,1
50284,5,0,1,3,109,2,11,2,4,34.32428333,-93.58612222,1,4,1,1,1,3
50285,5,1,2,2,119,7,5,1,1,34.81987222,-92.33524444,1,1,2,1,1,1
50286,5,0,1,1,143,7,21,3,4,36.03653333,-94.04343889,1,1,5,1,1,1
50287,5,0,1,1,45,1,14,1,1,35.09910556,-92.43055556,1,4,1,1,1,1
50288,5,0,1,1,85,2,16,1,1,34.8011,-91.74818889,1,4,1,1,1,1
50289,5,0,1,1,55,7,19,6,5,36.04191667,-90.54091111,1,1,1,1,1,1
50290,5,1,1,1,93,1,4,3,3,35.85739167,-90.03519167,1,1,2,1,1,1
50291,5,0,2,2,63,4,16,3,5,35.70238056,-91.78489722,1,1,1,1,1,2
50292,5,0,2,3,131,3,18,2,3,35.2976,-94.42332778,3,1,1,1,1,1
50293,5,0,1,1,83,4,14,3,4,35.14757222,-93.88255,1,4,1,10,1,1
50294,5,0,1,1,145,1,14,3,5,35.25137222,-91.84788333,1,4,1,10,1,1
50295,5,0,2,2,33,4,12,1,1,35.45645556,-94.32540278,1,1,1,1,1,1
50296,5,2,1,1,143,3,21,2,3,36.16335556,-94.14363611,2,1,3,1,2,2
50297,5,1,1,1,119,1,22,1,1,34.64063889,-92.44445556,1,1,2,1,1,1
50298,5,0,1,3,115,1,14,1,1,35.25355278,-92.93550556,1,4,1,10,2,3
50299,5,0,1,1,35,2,21,1,1,35.15545833,-90.14978889,1,4,2,1,1,1
50300,5,0,2,2,89,4,9,2,3,36.22537222,-92.67203889,1,1,1,10,1,2
50301,5,1,1,1,119,3,3,3,3,34.71170833,-92.38648611,1,1,2,1,1,1
50302,5,0,1,1,143,7,1,1,1,35.89745,-94.18885,1,4,2,1,1,1
50303,5,0,1,1,55,6,10,6,5,36.05458056,-90.49903611,1,5,1,10,1,1
50304,5,1,1,1,145,7,2,3,5,35.24727222,-91.79739722,1,1,2,1,1,1
50305,5,0,1,1,63,2,19,4,7,35.77426389,-91.76966944,1,4,1,1,1,1
50306,5,0,2,5,35,2,1,1,1,35.15329444,-90.10265556,1,1,2,1,1,5
50307,5,0,1,1,107,1,18,3,5,34.58055,-90.82127778,1,4,1,1,1,1
50308,5,0,2,3,143,2,6,6,7,36.21025556,-94.13340833,3,1,1,10,1,1
50309,5,0,2,3,69,5,9,2,3,34.19482222,-91.93661111,1,1,1,10,1,1
50310,5,0,2,2,45,2,5,2,4,35.08188056,-92.23428056,1,1,3,1,2,2
50311,5,0,2,3,19,6,17,3,4,34.04565556,-93.41036667,1,1,1,1,1,3
50312,5,1,1,1,119,4,1,2,3,34.7147,-92.34266389,2,1,3,1,1,1
50313,5,0,2,2,35,5,6,3,4,35.18333056,-90.18450556,1,1,1,1,1,2
50314,5,1,2,1,143,4,22,1,1,35.853975,-94.18045833,1,2,2,10,1,1
50315,5,0,1,1,69,5,21,2,3,34.20566389,-92.04381111,1,4,3,1,1,1
50316,5,1,2,2,119,5,1,1,1,34.747275,-92.37730556,1,1,3,10,1,3
50317,5,0,3,3,115,3,18,3,3,35.29687778,-93.13129722,1,1,1,1,1,2
50318,5,1,1,1,51,3,23,2,3,34.47168889,-92.98400278,1,1,2,1,1,1
50319,5,0,2,4,15,7,19,3,5,36.35147222,-93.56212222,3,1,1,1,1,1
50320,5,0,2,2,145,7,16,3,4,35.10961111,-92.08783333,2,1,1,1,1,2
50321,5,1,1,2,35,7,21,1,1,35.13845556,-90.09708056,1,1,2,1,1,1
50322,5,0,1,1,33,7,7,4,7,35.58905833,-94.27821667,1,4,1,1,1,1
50323,5,0,2,3,135,7,21,2,3,36.32049722,-91.48855833,3,1,2,1,1,1
50324,5,0,1,2,5,7,18,3,5,36.11118889,-92.31170556,1,1,1,1,1,2
50325,5,0,1,1,91,2,17,3,5,33.29291944,-93.75559722,1,1,1,1,1,1
50326,5,0,2,3,119,7,4,3,4,34.85239722,-92.10644444,1,1,2,1,1,3
50327,5,0,1,1,121,7,17,4,7,36.252375,-91.00019444,1,4,1,10,1,1
50328,5,0,1,2,143,1,10,6,5,35.994125,-94.17433056,1,4,1,1,1,2
50329,5,1,1,1,31,5,6,4,7,35.96267222,-90.67522778,1,1,1,1,1,1
50330,5,0,3,3,119,6,20,6,7,34.8977,-92.09200278,1,1,2,1,1,2
50331,5,0,1,1,143,6,18,4,5,36.02281389,-94.36855556,1,1,1,1,1,1
50332,5,0,1,3,25,3,15,2,4,34.04758889,-92.04131944,1,4,1,10,1,3
50333,5,0,1,1,17,7,6,2,3,33.308975,-91.37608333,1,4,2,1,1,1
50334,5,0,1,1,107,7,18,6,7,34.56244722,-90.64300278,1,4,1,1,1,1
50335,5,0,1,3,59,5,17,1,1,34.24429167,-92.99809444,1,1,1,1,1,3
50336,5,0,2,2,119,5,20,6,7,34.65521111,-92.369975,1,1,3,1,1,2
50337,5,0,1,1,139,6,12,2,2,33.25418611,-92.64468056,1,4,1,1,1,1
50338,5,1,2,2,7,7,20,6,5,36.19411111,-94.53210556,1,1,3,1,1,1
50339,5,0,3,5,7,2,8,3,4,36.33596111,-94.23665,2,1,1,1,1,1
50340,5,0,2,3,63,3,16,2,3,35.78690833,-91.64185556,3,1,1,1,1,1
50341,5,0,2,3,115,3,9,3,3,35.29360556,-93.13295,2,1,1,1,1,3
50342,5,0,2,2,119,6,16,6,7,34.73685,-92.32266667,2,1,1,1,1,1
50344,5,1,1,1,131,4,22,6,4,35.40533889,-94.37606667,2,1,3,1,1,1
50345,5,0,2,2,3,6,22,2,3,33.13779722,-91.943475,1,1,3,1,1,2
50346,5,0,1,1,115,6,20,4,5,35.46661389,-93.11011111,1,1,2,1,1,1
50347,5,0,1,1,139,1,0,3,5,33.05837778,-92.90135278,1,4,2,1,1,1
50348,5,0,3,6,57,1,22,1,1,33.635725,-93.71123889,1,3,2,2,2,3
50349,5,0,1,2,33,6,11,1,1,35.67410278,-94.1648,1,5,1,1,1,2
50350,5,0,1,1,49,2,14,2,3,36.38389167,-91.85997222,1,4,1,1,1,1
50352,5,0,1,2,121,1,14,4,7,36.352575,-90.77171667,1,4,1,1,1,1
50353,5,0,2,3,131,5,19,2,3,35.35188889,-94.42221111,2,1,1,1,1,3
50354,5,0,1,1,5,3,15,3,5,36.32454167,-92.476825,1,4,1,1,1,1
50355,5,0,1,1,77,2,15,3,3,34.75281667,-90.76721667,1,4,1,1,1,1
50356,5,0,2,4,51,7,20,3,4,34.59755556,-92.95629167,1,1,2,1,1,4
50357,5,0,2,2,121,6,5,2,4,36.21215833,-91.16806111,3,1,2,1,1,1
50358,5,0,2,2,145,7,21,3,5,35.24883611,-91.79338889,1,1,2,1,1,2
50359,5,0,6,6,85,3,7,1,1,34.79901944,-91.81499722,1,1,1,1,1,6
50360,5,0,2,2,45,2,4,3,3,35.07059444,-92.47226667,2,1,3,1,1,2
50361,5,0,2,3,113,6,12,2,3,34.58633333,-94.21406667,1,1,1,1,1,3
50362,5,1,2,10,87,3,23,3,4,35.89752222,-93.92924722,1,1,2,5,1,1
50363,5,0,2,2,123,7,12,1,1,34.94169167,-91.06061111,1,1,1,1,1,1
50364,5,0,3,4,129,1,9,2,3,35.8276,-92.56215556,4,1,1,1,1,3
50365,5,0,2,3,5,2,7,3,4,36.38248056,-92.46114722,4,1,1,5,2,3
50366,5,0,1,1,107,5,22,3,5,34.59840556,-90.66853333,1,4,2,1,1,1
50367,5,0,1,1,51,1,15,2,3,34.52324722,-93.33176667,1,4,1,1,1,1
50368,5,0,1,2,9,6,13,3,4,36.25542222,-93.09321944,1,4,1,1,1,2
50369,5,0,1,1,131,1,7,3,5,35.33724722,-94.21945278,1,4,1,1,1,1
50370,5,0,1,1,41,3,0,3,5,33.73394444,-91.29045278,3,4,2,1,1,1
50371,5,0,4,6,133,2,16,2,3,34.046275,-94.21520833,1,1,1,1,1,4
50372,5,1,1,1,133,4,5,2,3,33.96719444,-94.1685,2,1,2,10,1,1
50373,5,0,1,1,35,7,22,6,7,35.15849444,-90.15799167,1,4,2,1,1,1
50374,5,0,1,1,125,2,15,3,4,34.63152222,-92.48678333,1,4,1,1,1,1
50375,5,0,1,1,125,7,12,3,4,34.64241111,-92.45916667,1,4,1,1,1,1
50376,5,1,1,1,125,5,9,1,1,34.58332778,-92.57510833,1,1,1,1,1,1
50377,5,0,2,4,131,7,18,2,3,35.41305278,-94.38955833,2,1,1,1,1,2
50378,5,1,3,2,143,4,5,2,3,36.17939167,-93.96900833,2,1,3,5,2,2
50379,5,0,2,3,109,3,14,3,4,34.07264167,-93.667225,1,1,1,1,1,3
50380,5,0,3,5,143,2,19,3,3,36.04795,-94.144925,3,1,1,1,1,1
50381,5,0,1,1,119,7,11,3,5,34.91126667,-92.64867778,1,4,1,1,1,1
50382,5,0,1,2,75,2,9,3,5,36.05241389,-91.31113333,1,4,1,1,1,2
50383,5,0,1,1,95,7,6,1,1,34.85307222,-91.33557222,1,3,1,1,1,1
50384,5,0,1,1,149,5,22,4,7,35.18831389,-93.29613611,1,4,2,2,1,1
50385,5,0,4,5,143,7,18,6,7,36.09275278,-94.20019722,1,1,1,1,1,2
50386,5,0,1,1,91,5,8,1,1,33.08283056,-93.89734722,1,8,1,1,1,1
50387,5,0,2,3,77,2,15,2,3,34.77468889,-90.85365,1,1,1,1,1,3
50388,5,0,2,2,43,4,12,2,3,33.39788056,-91.85024167,1,1,1,1,1,1
50389,5,0,2,2,77,6,10,2,3,34.77511111,-90.81071667,1,1,1,10,1,2
50390,5,0,1,1,7,5,21,3,5,36.35074444,-94.48473056,1,1,2,1,1,1
50391,5,0,1,1,15,1,17,3,4,36.43215278,-93.50925,1,4,1,1,1,1
50392,5,0,1,1,143,3,19,3,4,36.09767222,-94.33903056,1,4,1,1,1,1
50393,5,0,3,5,45,6,9,2,3,35.14118333,-92.40206944,1,1,1,1,1,3
50394,5,0,1,1,45,2,14,3,5,35.04520556,-92.33850833,1,4,1,1,1,1
50395,5,1,1,1,131,4,16,6,7,35.37143611,-94.41091111,1,1,1,10,1,1
50397,5,1,1,1,119,6,23,2,3,34.70600556,-92.34426389,1,1,2,1,1,1
50398,5,0,1,2,57,6,18,2,5,33.9142,-93.602475,1,4,2,1,1,2
50399,5,0,2,5,57,3,17,2,4,33.66805833,-93.57166111,1,1,1,1,1,4
50400,5,1,1,1,119,1,1,2,3,34.7206,-92.33140833,3,1,3,1,1,1
50401,5,0,1,1,103,3,7,6,7,33.72661944,-92.61013056,1,1,1,1,1,1
50402,5,0,2,3,119,3,12,1,1,34.59300833,-92.26830278,1,3,1,1,1,3
50403,5,0,2,3,63,5,8,3,4,35.85613056,-91.74763889,1,1,1,1,1,1
50404,5,0,1,1,143,1,1,4,7,36.12110833,-94.26269722,1,4,2,2,1,1
50405,5,1,1,2,119,2,7,3,3,34.76854167,-92.32144444,1,1,1,1,1,1
50406,5,0,1,1,91,6,19,2,2,33.38504444,-94.03369167,1,4,2,1,1,1
50407,5,0,2,3,119,2,16,6,4,34.72703333,-92.31530556,2,1,1,1,1,3
50408,5,1,1,1,119,5,23,6,4,34.68023889,-92.34377778,1,1,2,1,1,1
50409,5,0,1,3,69,4,5,4,7,34.48200278,-92.05246111,3,4,2,5,1,3
50410,5,0,1,1,119,4,10,1,1,34.61719444,-92.26631944,1,4,1,1,1,1
50412,5,0,1,1,101,2,11,3,5,35.85868333,-93.04211944,1,4,1,1,1,1
50413,5,0,2,2,119,7,5,1,1,34.80213611,-92.37154444,1,1,3,1,2,2
50414,5,0,2,3,119,6,19,4,6,34.96303611,-92.09613056,1,1,6,1,1,3
50415,5,0,2,2,51,7,15,3,4,34.61660833,-92.90501389,1,1,1,1,1,2
50416,5,0,2,6,119,7,4,2,4,34.76948333,-92.11650556,3,1,2,1,1,4
50417,5,0,3,4,119,2,18,6,4,34.73231111,-92.40769167,1,1,5,1,1,3
50418,5,0,1,1,57,5,14,1,1,33.65571389,-93.65712778,1,4,1,1,1,1
50419,5,0,2,2,63,2,15,2,3,35.823475,-91.59348333,1,2,1,10,1,2
50420,5,0,1,1,69,1,18,1,1,34.21891111,-92.07133889,1,4,1,1,1,1
50421,5,0,1,3,45,1,4,3,3,35.06606944,-92.43431944,1,4,3,1,2,3
50422,5,0,1,1,131,7,7,4,7,35.25074444,-94.29223333,1,4,2,1,1,1
50423,5,0,2,2,131,7,6,4,7,35.30530833,-94.37060278,1,1,3,1,1,1
50424,5,0,2,3,67,3,18,3,4,35.61823889,-91.25184444,1,1,1,1,1,1
50425,5,0,1,1,131,4,23,3,4,35.42848333,-94.36921389,1,5,2,1,1,1
50426,5,1,4,5,93,5,22,1,1,35.73395,-90.02566389,1,1,2,1,1,1
50427,5,0,2,2,23,7,12,3,5,35.44481111,-92.13876111,1,1,1,1,1,2
50428,5,0,2,2,93,5,8,3,4,35.69940278,-90.227175,1,1,1,1,1,2
50429,5,0,1,1,139,7,19,4,7,33.27312778,-92.80040278,1,4,2,1,1,1
50430,5,0,1,1,1,2,4,3,5,34.22169722,-91.44146389,1,4,2,1,1,1
50431,5,1,1,1,7,7,21,3,5,36.31144444,-94.10233333,1,1,2,1,1,1
50432,5,0,2,2,115,1,13,2,5,35.33151111,-93.25383333,3,1,1,1,1,1
50433,5,0,3,5,119,4,8,3,4,34.67014444,-92.36468056,1,1,1,1,1,3
50434,5,0,2,2,35,4,13,3,5,35.3669,-90.38754167,1,1,1,10,1,2
50435,5,0,1,1,59,5,19,3,4,34.35308889,-93.18369722,1,6,2,1,1,1
50436,5,1,2,4,119,7,15,1,1,34.77896389,-92.3904,1,1,1,2,1,1
50437,5,0,2,3,131,3,18,2,3,35.39539167,-94.41135556,1,1,5,1,1,3
50438,5,0,2,2,55,4,6,3,5,36.17019722,-90.60553056,1,1,2,1,1,2
50439,5,0,1,1,87,6,15,3,5,36.06134444,-93.91307222,1,1,1,10,1,1
50440,5,1,1,1,35,1,21,6,4,35.14284167,-90.193525,1,1,2,2,1,1
50441,5,0,1,1,129,4,18,4,7,35.87035278,-92.43984722,1,6,5,1,1,1
50442,5,0,2,2,69,7,2,2,3,34.18068333,-91.87463333,1,1,2,1,1,2
50443,5,0,1,1,119,6,17,1,1,34.80658889,-92.36328889,1,1,3,10,1,1
50444,5,0,1,1,57,4,21,1,1,33.6224,-93.77445833,1,4,2,1,1,1
50445,5,0,1,1,7,6,17,3,4,36.444225,-94.45073056,1,4,1,10,1,1
50447,5,1,1,2,23,3,22,3,4,35.51728889,-92.01243889,1,1,2,1,1,1
50448,5,0,2,3,35,7,4,6,7,35.16970278,-90.19338056,1,1,3,1,1,3
50449,5,0,1,1,75,4,14,3,5,35.95381667,-91.04274722,1,4,1,1,1,1
50450,5,0,1,1,85,1,20,2,2,35.04024167,-91.95535833,1,4,2,1,1,1
50451,5,1,1,1,7,7,20,3,4,36.33566944,-94.22518889,1,1,2,1,1,1
50452,5,0,1,2,51,1,2,3,4,34.61876111,-92.87833611,1,1,2,1,1,1
50453,5,0,2,2,85,2,13,2,3,34.54611111,-91.88200556,3,1,1,1,1,1
50454,5,1,1,1,45,3,22,2,3,35.08572222,-92.33423889,3,1,2,1,1,1
50455,5,0,1,1,45,1,12,6,4,35.04825,-92.44881389,1,4,1,1,1,1
50457,5,0,1,1,19,3,21,2,5,34.02889167,-93.10590278,1,4,2,1,1,1
50458,5,0,3,4,143,2,9,2,3,36.18398611,-94.13850278,1,1,1,1,2,3
50459,5,0,2,2,7,3,4,2,3,36.17565,-94.35741111,1,1,2,1,1,1
50460,5,0,1,1,119,7,11,1,1,34.76381389,-92.39092778,1,4,1,2,1,1
50461,5,0,2,2,35,2,10,1,1,35.141225,-90.10674167,1,1,1,1,1,1
50462,5,1,1,1,119,7,20,3,4,34.67143333,-92.23469167,1,1,2,1,1,1
50463,5,0,1,1,125,3,14,3,4,34.61664444,-92.707725,1,4,1,1,1,1
50464,5,1,1,2,131,5,19,2,3,35.373525,-94.42136389,2,1,3,1,1,1
50465,5,0,1,1,127,4,17,3,5,34.9394,-94.15603056,1,4,1,10,1,1
50466,5,0,2,3,47,2,16,3,4,35.51901111,-93.86528611,1,1,1,1,1,1
50467,5,0,2,2,125,1,13,1,1,34.50555833,-92.69947222,1,1,1,1,1,1
50468,5,0,2,2,139,3,12,3,5,33.135,-92.79523611,1,1,1,1,1,1
50469,5,0,16,21,67,3,14,2,2,35.75208056,-91.06898056,1,1,1,5,2,9
50470,5,1,1,1,95,6,15,2,3,34.89237778,-91.19451667,1,1,1,1,1,1
50471,5,1,1,1,55,6,19,2,3,36.019725,-90.52586667,1,1,2,1,1,1
50472,5,0,1,1,119,1,20,6,4,34.69035556,-92.33347778,1,3,3,2,1,1
50473,5,1,1,1,55,7,23,3,4,36.0156,-90.59487222,1,1,2,1,1,1
50474,5,0,2,3,135,2,15,2,3,36.23619167,-91.59960833,3,1,1,2,1,3
50475,5,0,2,2,53,6,18,3,4,34.35536944,-92.44298611,1,1,2,1,1,2
50476,5,1,1,1,131,4,12,6,7,35.3119,-94.41306667,2,1,1,1,1,1
50477,5,0,1,1,81,3,18,2,3,33.67523889,-94.13255,1,1,3,1,1,1
50478,5,0,2,3,137,3,10,3,4,35.80459167,-91.88907222,1,4,1,1,1,2
50479,5,1,1,1,7,2,5,3,4,36.43038056,-94.154475,1,1,2,1,1,1
50480,5,0,2,5,119,1,23,3,4,34.66914167,-92.34466111,2,1,3,1,1,3
50481,5,0,3,5,45,1,12,2,4,35.11628333,-92.46088611,1,1,1,1,1,5
50482,5,0,3,3,119,4,12,6,3,34.74970833,-92.40956389,3,1,1,1,1,3
50483,5,0,2,3,51,6,22,2,3,34.51096111,-92.97470278,1,1,2,1,1,3
50484,5,0,1,1,139,2,20,4,6,33.01454444,-92.71596111,1,4,2,10,1,1
50485,5,0,2,2,119,6,19,6,7,34.67973889,-92.3194,2,1,3,1,1,1
50486,5,0,1,1,81,6,15,3,4,33.82803333,-94.39023333,1,4,1,1,1,1
50489,5,0,2,3,143,1,15,3,4,36.01131667,-94.49609167,1,1,1,1,3,3
50490,5,0,2,4,93,6,6,3,3,35.89056667,-89.97935278,1,1,4,10,2,4
50491,5,0,1,1,53,1,14,4,7,34.38162222,-92.29134722,1,1,1,1,1,1
50492,5,0,3,3,127,6,13,2,3,34.83720278,-94.04573889,1,1,1,1,1,2
50493,5,0,1,1,83,2,10,3,5,35.25369167,-93.77315,1,4,1,1,1,1
50494,5,0,1,1,17,1,20,3,5,33.50551111,-91.41754722,1,4,2,1,1,1
50495,5,1,1,2,59,1,20,1,1,34.23869167,-93.00373611,1,1,2,1,1,1
50496,5,0,1,1,145,3,14,2,3,35.34706944,-91.56448611,1,4,1,1,1,1
50497,5,0,2,6,45,5,17,2,3,35.09131111,-92.41313889,3,1,3,2,1,5
50498,5,0,1,4,47,7,11,1,1,35.52210556,-93.85736111,1,4,1,2,1,4
50499,5,2,1,1,143,2,18,3,3,36.05547222,-94.18991111,1,1,3,2,1,2
50500,5,0,2,3,103,7,23,2,3,33.66946111,-92.73974444,1,1,2,10,1,3
50501,5,0,1,1,39,2,3,2,3,33.83375833,-92.39645556,1,4,2,1,1,1
50502,5,0,2,3,7,1,13,3,5,36.49845556,-94.18123889,1,1,1,1,1,3
50503,5,0,1,1,133,5,22,4,5,34.09783333,-94.38572778,1,4,2,1,1,1
50505,5,0,3,2,131,3,17,1,1,35.41015278,-94.36452778,1,1,1,1,1,1
50506,5,0,1,2,15,5,16,4,5,36.37699444,-93.514175,1,4,1,1,1,2
50507,5,0,1,1,77,1,22,4,5,34.73089722,-90.94480833,1,4,2,1,1,1
50508,5,0,2,3,23,6,9,3,4,35.49744167,-91.99832778,1,1,1,1,1,3
50509,5,0,2,3,17,6,15,2,4,33.53796389,-91.39451389,1,1,1,1,3,3
50510,5,0,2,2,47,7,6,3,5,35.23471389,-93.99741389,1,1,2,5,1,2
50511,5,0,3,3,135,5,11,2,3,36.274275,-91.34113056,3,1,1,1,1,1
50512,5,0,3,4,125,5,12,2,3,34.51616944,-92.34268611,1,1,1,1,2,3
50513,5,0,2,3,69,4,16,3,4,34.46482778,-91.94855556,1,1,1,10,1,3
50514,5,0,1,1,145,7,2,3,4,35.26338056,-91.74480556,1,4,3,2,1,1
50515,5,1,1,3,33,5,6,1,1,35.52840556,-94.05903333,1,1,2,1,1,3
50516,5,0,2,3,51,6,10,2,3,34.471525,-92.99008333,3,1,1,10,1,1
50517,5,0,2,3,69,6,12,3,4,34.06395,-92.04098611,1,1,1,1,2,3
50518,5,0,2,1,119,4,10,1,1,34.62323333,-92.26923889,1,2,1,1,1,1
50519,5,0,2,2,57,1,21,2,4,33.69005556,-93.63300833,3,1,2,1,1,1
50520,5,0,1,2,93,2,16,4,7,35.62486389,-89.9917,1,1,1,1,1,2
50521,5,0,1,2,55,1,18,6,7,36.08866111,-90.49368889,1,4,3,1,2,2
50522,5,0,1,1,107,3,13,2,3,34.55453333,-90.70581111,1,4,1,1,1,1
50523,5,0,2,3,131,5,23,3,3,35.36183333,-94.37019444,1,1,3,1,1,2
50524,5,0,1,2,119,6,10,1,1,34.70816111,-92.27796667,1,4,1,1,1,2
50526,5,0,1,1,143,2,1,6,5,36.18391389,-94.09643611,1,5,2,2,1,1
50527,5,0,1,1,69,2,2,6,5,34.20620833,-92.05985278,1,4,3,2,1,1
50528,5,1,1,1,143,7,11,2,3,36.05385,-94.19593611,3,1,1,1,1,1
50529,5,1,1,1,93,7,13,3,3,35.92743056,-89.896225,1,1,1,1,1,1
50530,5,0,1,1,125,6,8,4,6,34.51685556,-92.41006111,1,4,1,1,1,1
50531,5,0,1,2,23,6,1,4,7,35.42833056,-92.13618056,1,1,2,1,1,2
